"Games_Played","Games_Started","Goals","Assists","SHOTS","SHOTS_ON_TARGET","Game_Winning_Goals","HmG","RdG","G_90min","Games_Winning_Assists","OFF","Shots_on_Goals_Percent","Target"
25,25,0,3,28,4,0,0,0,0,0,0,14.29,"1"
4,4,0,0,2,0,0,0,0,0,0,0,0,"0"
11,10,0,0,2,2,0,0,0,0,0,0,100,"0"
4,2,0,0,1,0,0,0,0,0,0,0,0,"0"
12,11,2,2,6,4,1,2,0,0.21,0,0,66.67,"0"
16,6,0,1,13,5,0,0,0,0,0,0,38.46,"0"
9,3,2,0,11,3,1,2,0,0.51,0,2,27.27,"0"
25,22,1,3,10,7,0,1,0,0.05,1,3,70,"1"
10,3,0,1,3,1,0,0,0,0,0,1,33.33,"0"
5,0,0,0,1,0,0,0,0,0,0,0,0,"0"
4,4,2,1,11,2,0,1,1,0.5,1,0,18.18,"0"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
23,14,1,1,6,2,1,1,0,0.06,0,2,33.33,"1"
5,1,0,0,1,1,0,0,0,0,0,0,100,"0"
26,21,6,11,43,17,1,3,3,0.29,4,2,39.53,"1"
21,18,0,0,3,0,0,0,0,0,0,0,0,"1"
5,2,1,0,4,2,0,0,1,0.46,0,0,50,"0"
31,31,0,4,11,2,0,0,0,0,3,1,18.18,"1"
3,1,0,0,1,0,0,0,0,0,0,1,0,"0"
4,3,1,2,10,4,0,1,0,0.31,0,2,40,"0"
27,21,0,1,4,0,0,0,0,0,0,0,0,"1"
20,19,1,5,25,8,0,1,0,0.06,0,2,32,"1"
24,23,2,1,41,17,0,1,1,0.09,1,5,41.46,"1"
23,4,2,3,6,3,1,2,0,0.33,0,2,50,"0"
31,31,7,8,67,24,4,4,3,0.23,1,0,35.82,"1"
18,11,0,0,8,1,0,0,0,0,0,1,12.5,"0"
15,11,0,0,3,0,0,0,0,0,0,0,0,"1"
27,25,4,6,35,15,1,1,3,0.17,0,3,42.86,"1"
21,17,0,1,3,0,0,0,0,0,0,1,0,"1"
2,0,1,0,4,2,0,1,0,1.91,0,1,50,"0"
32,29,17,1,83,36,2,7,10,0.6,0,39,43.37,"1"
18,10,0,1,12,3,0,0,0,0,0,0,25,"0"
27,23,4,3,31,8,1,3,1,0.17,1,3,25.81,"1"
6,6,0,0,2,0,0,0,0,0,0,0,0,"0"
28,26,0,1,7,0,0,0,0,0,0,1,0,"1"
8,8,0,0,1,1,0,0,0,0,0,0,100,"0"
18,17,0,0,2,0,0,0,0,0,0,0,0,"1"
4,4,0,0,2,0,0,0,0,0,0,1,0,"0"
25,17,14,1,71,45,5,13,1,0.75,0,30,63.38,"1"
6,6,1,1,7,1,0,1,0,0.16,0,0,14.29,"0"
17,5,2,0,11,4,0,1,1,0.36,0,5,36.36,"0"
28,21,7,5,51,28,1,7,0,0.34,1,25,54.9,"1"
30,14,5,3,33,16,1,3,2,0.31,1,9,48.48,"1"
26,18,1,3,22,3,1,1,0,0.05,1,3,13.64,"1"
25,20,3,5,30,7,1,2,1,0.16,3,0,23.33,"1"
28,13,9,3,47,17,3,7,2,0.7,1,4,36.17,"1"
32,27,7,8,72,35,2,6,1,0.26,1,4,48.61,"1"
2,2,0,0,2,1,0,0,0,0,0,1,50,"0"
24,21,1,2,17,4,1,1,0,0.05,1,7,23.53,"1"
1,1,0,0,3,0,0,0,0,0,0,0,0,"0"
12,1,0,1,3,2,0,0,0,0,0,0,66.67,"0"
2,2,0,1,3,1,0,0,0,0,0,0,33.33,"0"
8,1,0,1,4,1,0,0,0,0,0,1,25,"0"
13,8,0,2,2,0,0,0,0,0,0,0,0,"0"
28,28,1,4,11,3,0,0,1,0.04,2,0,27.27,"1"
28,23,1,4,18,5,0,1,0,0.04,1,3,27.78,"1"
24,24,8,14,80,40,1,5,3,0.34,6,2,50,"1"
22,20,6,5,69,21,3,4,2,0.33,2,3,30.43,"1"
14,7,0,1,2,0,0,0,0,0,1,1,0,"0"
27,27,6,1,33,16,3,1,5,0.23,0,6,48.48,"1"
22,21,2,5,27,10,0,0,2,0.1,2,4,37.04,"1"
25,25,2,10,37,20,0,1,1,0.08,4,5,54.05,"1"
2,2,0,0,1,1,0,0,0,0,0,0,100,"0"
32,32,2,8,14,3,0,2,0,0.06,3,0,21.43,"1"
15,5,1,1,14,7,0,1,0,0.15,0,2,50,"0"
8,8,1,0,5,2,0,1,0,0.13,0,0,40,"0"
24,24,1,2,19,10,0,0,1,0.04,1,2,52.63,"1"
28,27,1,1,8,2,0,1,0,0.04,0,2,25,"1"
19,14,2,4,19,15,1,2,0,0.16,0,13,78.95,"1"
6,6,1,0,6,3,0,1,0,0.19,0,0,50,"0"
10,8,0,0,2,2,0,0,0,0,0,0,100,"0"
1,1,0,0,5,1,0,0,0,0,0,0,20,"0"
5,5,1,0,7,4,1,1,0,0.2,0,2,57.14,"0"
28,25,3,3,34,9,1,1,2,0.12,0,1,26.47,"1"
3,3,0,0,6,2,0,0,0,0,0,1,33.33,"0"
1,1,0,0,2,0,0,0,0,0,0,0,0,"0"
6,6,0,0,1,0,0,0,0,0,0,0,0,"0"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
11,0,1,1,1,1,0,0,1,1.08,0,2,100,"0"
22,12,4,1,24,15,1,1,3,0.32,1,24,62.5,"1"
2,2,0,0,2,1,0,0,0,0,0,0,50,"0"
4,4,0,0,10,1,0,0,0,0,0,0,10,"0"
25,23,12,6,56,29,3,5,7,0.5,0,11,51.79,"1"
21,18,2,4,29,10,0,2,0,0.11,3,5,34.48,"1"
27,15,2,2,46,23,0,1,1,0.13,0,16,50,"1"
2,1,2,0,11,3,0,2,0,1.25,0,6,27.27,"0"
2,0,0,0,1,0,0,0,0,0,0,0,0,"0"
2,2,0,0,2,0,0,0,0,0,0,0,0,"0"
33,33,1,3,10,4,0,1,0,0.03,0,0,40,"1"
5,2,1,1,5,4,0,0,1,0.37,1,1,80,"0"
2,2,0,0,2,0,0,0,0,0,0,0,0,"0"
26,25,2,2,16,4,0,1,1,0.08,1,2,25,"1"
3,3,0,1,1,0,0,0,0,0,1,0,0,"0"
23,21,2,2,16,8,0,1,1,0.09,1,0,50,"1"
29,29,2,1,18,6,1,1,1,0.07,0,0,33.33,"1"
26,25,1,4,11,5,0,0,1,0.04,0,2,45.45,"1"
12,10,0,1,5,1,0,0,0,0,0,2,20,"0"
5,5,0,0,5,1,0,0,0,0,0,0,20,"0"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
28,24,1,2,13,1,0,0,1,0.04,0,3,7.69,"1"
20,17,19,1,67,32,3,16,3,1.12,0,19,47.76,"1"
25,25,7,5,34,17,2,1,6,0.29,1,12,50,"1"
2,2,1,0,4,3,1,1,0,0.58,0,0,75,"0"
6,0,2,1,11,6,0,2,0,1.34,0,0,54.55,"0"
21,21,0,2,13,6,0,0,0,0,1,1,46.15,"1"
5,1,0,1,2,0,0,0,0,0,0,0,0,"0"
16,12,3,4,24,7,2,0,3,0.26,2,5,29.17,"0"
4,4,0,0,1,0,0,0,0,0,0,0,0,"0"
2,2,0,0,2,1,0,0,0,0,0,4,50,"0"
11,3,1,0,8,2,1,1,0,0.26,0,0,25,"0"
29,27,3,2,26,9,2,1,2,0.12,0,0,34.62,"1"
8,3,2,0,7,4,1,1,1,0.63,0,3,57.14,"0"
27,27,12,17,84,44,5,6,6,0.46,4,8,52.38,"1"
22,20,2,5,14,5,0,2,0,0.1,3,3,35.71,"1"
14,6,0,0,7,1,0,0,0,0,0,0,14.29,"0"
27,22,2,2,12,5,1,1,1,0.09,0,0,41.67,"1"
3,3,0,1,3,3,0,0,0,0,0,1,100,"0"
2,2,0,0,1,0,0,0,0,0,0,0,0,"0"
33,33,4,6,53,15,2,2,2,0.12,3,1,28.3,"1"
24,10,1,5,28,11,1,1,0,0.09,0,2,39.29,"0"
2,2,1,2,3,3,0,1,0,0.52,0,1,100,"0"
27,26,1,0,19,6,0,0,1,0.04,0,1,31.58,"1"
27,27,0,3,6,2,0,0,0,0,0,1,33.33,"1"
3,2,0,0,1,1,0,0,0,0,0,0,100,"0"
19,19,0,0,5,2,0,0,0,0,0,0,40,"1"
17,5,3,2,24,12,0,1,2,0.49,0,5,50,"0"
3,0,0,0,2,1,0,0,0,0,0,2,50,"0"
23,23,9,1,70,39,3,7,2,0.4,0,35,55.71,"1"
2,2,1,0,5,2,1,1,0,0.5,0,4,40,"0"
28,25,13,7,70,48,3,10,3,0.52,0,44,68.57,"1"
2,2,0,0,3,0,0,0,0,0,0,0,0,"0"
27,19,2,2,34,13,0,2,0,0.1,0,3,38.24,"1"
22,20,0,1,7,0,0,0,0,0,1,3,0,"1"
26,24,4,3,32,12,0,1,3,0.18,1,0,37.5,"1"
21,8,1,0,21,10,0,0,1,0.09,0,2,47.62,"0"
3,3,1,2,2,2,0,0,1,0.3,1,0,100,"0"
28,28,2,4,15,6,2,2,0,0.07,1,0,40,"1"
26,26,0,0,6,0,0,0,0,0,0,1,0,"1"
15,4,3,0,9,5,1,3,0,0.62,0,2,55.56,"0"
29,27,0,2,11,4,0,0,0,0,1,2,36.36,"1"
27,25,11,5,76,39,4,9,2,0.46,1,10,51.32,"1"
25,18,1,4,13,7,0,1,0,0.05,2,8,53.85,"1"
11,11,0,0,8,2,0,0,0,0,0,1,25,"0"
3,3,1,0,4,1,1,1,0,0.36,0,0,25,"0"
23,22,0,1,5,2,0,0,0,0,0,0,40,"1"
2,1,0,0,2,0,0,0,0,0,0,0,0,"0"
16,14,0,5,5,2,0,0,0,0,2,1,40,"1"
10,10,2,0,14,4,1,1,1,0.2,0,0,28.57,"0"
20,15,4,4,13,6,1,2,2,0.26,3,3,46.15,"1"
5,0,0,1,7,2,0,0,0,0,0,1,28.57,"0"
24,23,3,1,14,7,1,2,1,0.12,0,0,50,"1"
15,14,0,0,5,1,0,0,0,0,0,0,20,"1"
24,9,1,1,18,8,0,1,0,0.09,1,7,44.44,"0"
19,11,0,0,4,1,0,0,0,0,0,0,25,"0"
27,25,10,3,62,30,2,5,5,0.43,0,33,48.39,"1"
4,4,0,0,2,1,0,0,0,0,0,1,50,"0"
17,8,2,1,15,4,1,1,1,0.25,1,8,26.67,"0"
24,24,0,2,12,2,0,0,0,0,2,0,16.67,"1"
22,17,5,6,51,18,1,2,3,0.32,2,21,35.29,"1"
12,11,0,0,2,1,0,0,0,0,0,0,50,"0"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
32,17,7,2,37,17,0,5,2,0.4,1,10,45.95,"1"
1,1,0,0,1,1,0,0,0,0,0,0,100,"0"
25,19,1,2,28,10,0,0,1,0.05,0,10,35.71,"1"
3,3,0,0,1,0,0,0,0,0,0,0,0,"0"
32,28,20,8,82,37,6,10,10,0.71,2,31,45.12,"1"
5,0,0,0,5,3,0,0,0,0,0,1,60,"0"
3,3,0,1,5,1,0,0,0,0,1,2,20,"0"
21,14,5,1,50,20,0,1,4,0.36,0,10,40,"1"
22,14,1,2,9,3,0,0,1,0.07,0,0,33.33,"1"
1,0,0,0,1,0,0,0,0,0,0,1,0,"0"
19,19,2,0,16,3,0,1,1,0.11,0,0,18.75,"1"
2,2,0,0,1,0,0,0,0,0,0,0,0,"0"
5,4,0,0,1,1,0,0,0,0,0,0,100,"0"
18,18,2,1,7,3,0,1,1,0.11,0,1,42.86,"1"
9,0,0,0,4,2,0,0,0,0,0,0,50,"0"
22,16,11,2,54,25,2,8,3,0.66,0,19,46.3,"1"
3,3,2,0,5,2,1,0,2,0.7,0,0,40,"0"
26,26,0,1,1,0,0,0,0,0,0,0,0,"1"
17,10,2,2,12,7,0,0,2,0.22,1,5,58.33,"0"
26,23,7,8,28,14,3,4,3,0.3,3,21,50,"1"
23,21,1,7,34,10,1,0,1,0.05,2,3,29.41,"1"
26,21,0,3,19,4,0,0,0,0,1,0,21.05,"1"
27,25,3,4,24,14,1,2,1,0.12,2,7,58.33,"1"
9,9,1,0,7,1,0,0,1,0.11,0,0,14.29,"0"
2,2,0,0,1,0,0,0,0,0,0,0,0,"0"
25,23,0,1,8,2,0,0,0,0,0,0,25,"1"
12,9,0,0,1,0,0,0,0,0,0,0,0,"0"
31,30,1,0,22,8,0,0,1,0.03,0,0,36.36,"1"
30,30,1,0,7,2,0,1,0,0.03,0,2,28.57,"1"
4,0,0,0,1,1,0,0,0,0,0,0,100,"0"
25,24,4,11,42,17,0,4,0,0.18,1,30,40.48,"1"
3,0,0,0,7,2,0,0,0,0,0,1,28.57,"0"
28,28,3,0,14,5,1,1,2,0.11,0,0,35.71,"1"
5,5,0,0,2,2,0,0,0,0,0,0,100,"0"
13,12,0,0,13,4,0,0,0,0,0,0,30.77,"0"
25,18,0,1,13,0,0,0,0,0,1,0,0,"1"
5,3,0,0,5,2,0,0,0,0,0,0,40,"0"
2,2,0,0,2,1,0,0,0,0,0,1,50,"0"
2,0,0,0,1,0,0,0,0,0,0,0,0,"0"
11,5,0,1,3,1,0,0,0,0,0,0,33.33,"0"
2,0,0,0,1,0,0,0,0,0,0,0,0,"0"
3,3,2,0,8,3,0,1,1,0.67,0,3,37.5,"0"
16,10,1,0,3,1,0,1,0,0.11,0,0,33.33,"0"
17,7,7,2,26,15,1,6,1,0.84,1,4,57.69,"0"
2,2,1,0,7,3,1,0,1,0.55,0,0,42.86,"0"
18,16,0,2,4,2,0,0,0,0,1,3,50,"1"
13,4,1,2,10,3,1,1,0,0.21,1,4,30,"0"
14,12,4,4,24,12,0,4,0,0.38,1,25,50,"0"
5,3,0,0,2,2,0,0,0,0,0,4,100,"0"
31,29,2,6,25,13,1,2,0,0.07,1,3,52,"1"
29,29,11,6,78,39,3,8,3,0.38,3,6,50,"1"
3,0,0,0,1,1,0,0,0,0,0,1,100,"0"
32,32,7,8,70,27,1,2,5,0.22,2,17,38.57,"1"
30,25,12,6,69,38,3,10,2,0.5,2,23,55.07,"1"
33,30,2,3,28,10,2,2,0,0.07,0,5,35.71,"1"
18,3,0,1,3,0,0,0,0,0,0,0,0,"0"
23,19,1,2,7,1,0,1,0,0.06,2,0,14.29,"1"
28,28,1,2,11,4,0,0,1,0.04,1,0,36.36,"1"
11,8,0,0,6,0,0,0,0,0,0,0,0,"0"
15,10,0,0,4,1,0,0,0,0,0,0,25,"0"
2,2,1,1,2,1,1,1,0,0.5,0,0,50,"0"
6,2,0,1,1,0,0,0,0,0,0,0,0,"0"
3,1,0,0,1,0,0,0,0,0,0,0,0,"0"
25,20,4,5,33,16,1,3,1,0.21,2,2,48.48,"1"
17,13,1,6,39,19,0,1,0,0.09,2,10,48.72,"0"
1,1,0,1,1,0,0,0,0,0,0,1,0,"0"
4,0,1,0,1,1,0,1,0,5,0,0,100,"0"
7,7,2,2,7,5,1,1,1,0.29,1,0,71.43,"0"
19,16,2,1,27,11,0,0,2,0.11,0,6,40.74,"1"
32,28,3,1,36,6,1,0,3,0.12,1,2,16.67,"1"
16,12,8,2,42,22,2,5,3,0.59,1,6,52.38,"1"
9,8,0,1,2,1,0,0,0,0,0,2,50,"0"
32,32,8,9,81,40,2,4,4,0.25,2,4,49.38,"1"
20,13,0,1,3,0,0,0,0,0,0,1,0,"1"
17,16,0,2,1,0,0,0,0,0,1,0,0,"1"
2,1,0,0,3,1,0,0,0,0,0,0,33.33,"0"
3,3,0,0,5,3,0,0,0,0,0,0,60,"0"
32,32,0,0,6,3,0,0,0,0,0,1,50,"1"
9,9,0,1,3,2,0,0,0,0,1,0,66.67,"0"
3,0,0,0,1,1,0,0,0,0,0,0,100,"0"
8,4,2,1,12,8,2,0,2,0.47,0,3,66.67,"0"
3,3,1,0,2,1,1,1,0,0.3,0,0,50,"0"
28,26,8,4,34,19,2,2,6,0.32,2,11,55.88,"1"
1,0,0,0,1,1,0,0,0,0,0,0,100,"0"
26,25,0,0,4,3,0,0,0,0,0,0,75,"1"
25,22,11,6,91,36,4,4,7,0.5,3,22,39.56,"1"
13,13,0,1,3,0,0,0,0,0,0,0,0,"1"
23,2,2,0,12,6,0,1,1,0.33,0,2,50,"0"
24,19,3,4,23,8,1,2,1,0.17,1,8,34.78,"1"
25,12,3,3,42,14,1,1,2,0.22,2,6,33.33,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
31,30,16,2,91,39,2,6,10,0.54,1,15,42.86,"1"
8,1,2,0,4,2,0,1,1,0.88,0,2,50,"0"
14,14,1,3,8,5,0,1,0,0.07,1,3,62.5,"1"
7,7,0,1,6,5,0,0,0,0,1,0,83.33,"0"
10,9,2,0,12,2,1,2,0,0.22,0,0,16.67,"0"
23,23,1,1,15,7,0,1,0,0.04,1,0,46.67,"1"
5,1,0,0,2,1,0,0,0,0,0,0,50,"0"
5,5,0,1,9,5,0,0,0,0,0,2,55.56,"0"
12,11,3,2,27,10,0,3,0,0.3,2,16,37.04,"0"
20,10,1,2,19,5,0,0,1,0.09,0,1,26.32,"0"
3,3,0,0,2,1,0,0,0,0,0,0,50,"0"
3,3,0,0,2,0,0,0,0,0,0,0,0,"0"
19,14,0,0,6,0,0,0,0,0,0,0,0,"1"
4,1,0,0,2,0,0,0,0,0,0,0,0,"0"
3,1,0,0,7,1,0,0,0,0,0,0,14.29,"0"
6,6,6,1,18,10,2,3,3,1,0,4,55.56,"0"
30,29,3,3,61,17,1,3,0,0.11,1,10,27.87,"1"
28,28,4,7,45,18,2,2,2,0.14,1,6,40,"1"
19,9,5,1,30,15,4,3,2,0.53,1,12,50,"0"
18,17,0,3,21,7,0,0,0,0,3,1,33.33,"1"
5,5,0,3,1,0,0,0,0,0,1,0,0,"0"
2,0,0,0,2,0,0,0,0,0,0,1,0,"0"
23,22,1,2,35,10,0,0,1,0.05,1,5,28.57,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
2,2,1,0,5,1,0,0,1,0.43,0,0,20,"0"
27,17,1,3,25,8,0,1,0,0.06,1,0,32,"1"
21,16,2,3,28,8,0,2,0,0.13,2,23,28.57,"1"
33,33,5,5,63,18,1,2,3,0.15,2,11,28.57,"1"
27,25,3,2,39,19,1,1,2,0.12,0,3,48.72,"1"
23,16,3,2,15,5,1,0,3,0.17,0,1,33.33,"1"
5,4,1,0,4,1,0,0,1,0.33,0,1,25,"0"
14,2,2,0,7,4,1,0,2,0.69,0,0,57.14,"0"
25,12,0,1,7,2,0,0,0,0,0,0,28.57,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
3,3,0,3,2,2,0,0,0,0,1,0,100,"0"
33,30,9,7,52,21,2,5,4,0.34,3,7,40.38,"1"
7,0,0,1,2,0,0,0,0,0,0,0,0,"0"
23,21,0,0,11,2,0,0,0,0,0,3,18.18,"1"
6,6,0,1,6,0,0,0,0,0,0,1,0,"0"
25,16,1,2,19,4,1,1,0,0.06,0,0,21.05,"1"
18,16,0,0,5,0,0,0,0,0,0,0,0,"1"
21,19,3,3,18,3,0,2,1,0.17,0,2,16.67,"1"
17,16,3,3,27,18,0,3,0,0.21,1,2,66.67,"1"
7,5,0,0,3,1,0,0,0,0,0,0,33.33,"0"
5,5,5,1,21,13,1,5,0,1.01,0,11,61.9,"0"
2,2,0,1,2,2,0,0,0,0,1,0,100,"0"
13,11,4,2,52,25,0,1,3,0.36,0,13,48.08,"0"
24,22,2,2,41,19,0,1,1,0.1,0,16,46.34,"1"
19,14,0,0,7,3,0,0,0,0,0,1,42.86,"1"
22,17,0,0,7,1,0,0,0,0,0,1,14.29,"1"
18,16,3,5,32,13,1,0,3,0.21,2,2,40.62,"1"
19,13,1,2,21,9,1,1,0,0.08,0,15,42.86,"0"
17,16,0,0,14,3,0,0,0,0,0,2,21.43,"1"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
21,20,1,3,27,8,0,1,0,0.05,0,0,29.63,"1"
3,3,1,0,11,3,0,1,0,0.33,0,3,27.27,"0"
29,29,6,2,59,21,0,4,2,0.21,0,3,35.59,"1"
16,9,1,0,1,1,1,0,1,0.09,0,0,100,"0"
12,4,2,1,8,3,0,0,2,0.37,0,3,37.5,"0"
29,28,3,1,42,12,1,2,1,0.11,1,1,28.57,"1"
19,18,0,2,15,3,0,0,0,0,1,0,20,"1"
15,15,2,1,10,4,0,1,1,0.13,1,2,40,"1"
20,12,2,1,12,4,0,1,1,0.16,1,1,33.33,"1"
5,1,0,0,1,1,0,0,0,0,0,1,100,"0"
1,0,0,0,2,0,0,0,0,0,0,0,0,"0"
5,3,0,0,2,0,0,0,0,0,0,0,0,"0"
30,28,0,0,15,3,0,0,0,0,0,2,20,"1"
23,23,0,1,11,2,0,0,0,0,0,1,18.18,"1"
24,23,3,0,20,7,1,1,2,0.14,0,2,35,"1"
21,20,0,0,4,1,0,0,0,0,0,1,25,"1"
34,33,1,2,24,4,0,0,1,0.03,1,1,16.67,"1"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
2,1,0,0,1,0,0,0,0,0,0,0,0,"0"
20,18,4,3,45,14,0,2,2,0.22,2,5,31.11,"1"
15,2,3,0,11,4,0,1,2,0.8,0,0,36.36,"0"
20,15,0,2,17,5,0,0,0,0,1,2,29.41,"1"
26,24,0,2,8,1,0,0,0,0,0,0,12.5,"1"
15,9,3,1,28,14,0,2,1,0.34,0,0,50,"0"
5,5,4,1,9,7,0,2,2,0.88,1,5,77.78,"0"
3,0,0,0,1,0,0,0,0,0,0,0,0,"0"
1,1,0,0,1,0,0,0,0,0,0,0,0,"0"
29,29,4,4,35,13,1,3,1,0.15,0,2,37.14,"1"
29,28,0,0,12,3,0,0,0,0,0,0,25,"1"
1,0,0,0,2,1,0,0,0,0,0,0,50,"0"
5,5,1,1,2,1,1,1,0,0.19,0,0,50,"0"
31,30,1,0,10,2,0,0,1,0.03,0,0,20,"1"
11,10,5,2,30,12,0,4,1,0.48,1,6,40,"0"
11,9,11,1,47,21,4,9,2,1.14,0,5,44.68,"0"
16,5,1,1,12,5,1,0,1,0.14,0,9,41.67,"0"
24,23,3,6,25,11,1,2,1,0.13,4,8,44,"1"
14,12,0,2,11,2,0,0,0,0,0,1,18.18,"0"
12,10,1,0,7,4,0,0,1,0.1,0,0,57.14,"0"
27,13,0,3,5,1,0,0,0,0,1,5,20,"1"
9,8,3,0,13,8,0,2,1,0.41,0,0,61.54,"0"
7,2,0,1,5,3,0,0,0,0,0,0,60,"0"
3,0,0,0,1,0,0,0,0,0,0,0,0,"0"
8,8,0,0,2,0,0,0,0,0,0,0,0,"0"
32,24,2,5,35,9,2,2,0,0.08,1,1,25.71,"1"
3,3,0,1,14,3,0,0,0,0,0,0,21.43,"0"
5,4,1,0,5,2,0,0,1,0.22,0,0,40,"0"
18,8,1,1,20,7,0,1,0,0.14,0,7,35,"0"
3,1,0,0,2,0,0,0,0,0,0,0,0,"0"
22,21,0,1,19,4,0,0,0,0,1,0,21.05,"1"
29,29,2,3,16,6,1,0,2,0.07,1,2,37.5,"1"
27,27,0,1,11,4,0,0,0,0,0,0,36.36,"1"
6,6,0,1,1,0,0,0,0,0,0,0,0,"0"
3,3,1,1,3,3,1,1,0,0.33,1,0,100,"0"
1,1,0,0,2,0,0,0,0,0,0,0,0,"0"
5,1,0,0,1,0,0,0,0,0,0,0,0,"0"
9,4,0,0,9,2,0,0,0,0,0,2,22.22,"0"
24,22,0,1,6,3,0,0,0,0,0,0,50,"1"
34,33,16,7,108,49,4,7,9,0.5,1,21,45.37,"1"
20,12,2,1,30,12,1,0,2,0.15,0,8,40,"1"
30,30,0,1,14,1,0,0,0,0,0,0,7.14,"1"
10,9,0,0,4,1,0,0,0,0,0,2,25,"0"
4,2,0,0,1,0,0,0,0,0,0,0,0,"0"
2,1,0,0,1,0,0,0,0,0,0,0,0,"0"
31,31,0,3,5,3,0,0,0,0,1,1,60,"1"
15,4,2,0,18,5,0,2,0,0.38,0,4,27.78,"0"
1,1,1,0,1,1,0,0,1,3.1,0,0,100,"0"
6,6,0,2,6,0,0,0,0,0,2,0,0,"0"
16,9,1,1,15,5,0,0,1,0.1,1,0,33.33,"0"
5,5,1,1,10,6,0,0,1,0.2,1,0,60,"0"
5,2,0,0,2,1,0,0,0,0,0,0,50,"0"
17,15,0,2,11,4,0,0,0,0,2,0,36.36,"1"
27,26,0,0,7,4,0,0,0,0,0,1,57.14,"1"
31,29,13,5,90,41,3,7,6,0.46,0,7,45.56,"1"
3,3,0,0,2,2,0,0,0,0,0,0,100,"0"
27,20,5,0,28,11,1,4,1,0.25,0,3,39.29,"1"
25,25,0,1,5,3,0,0,0,0,0,0,60,"1"
28,28,2,4,36,10,0,1,1,0.07,1,9,27.78,"1"
5,4,0,0,4,0,0,0,0,0,0,1,0,"0"
3,3,0,1,1,0,0,0,0,0,0,0,0,"0"
5,0,0,0,5,0,0,0,0,0,0,1,0,"0"
27,27,11,15,78,32,2,9,2,0.41,1,13,41.03,"1"
24,23,1,0,17,6,1,0,1,0.05,0,1,35.29,"1"
32,20,10,2,74,36,1,2,8,0.44,0,19,48.65,"1"
1,1,1,0,1,1,0,0,1,1,0,0,100,"0"
29,27,5,2,31,17,2,3,2,0.2,0,12,54.84,"1"
30,30,1,4,12,1,0,0,1,0.04,1,1,8.33,"1"
22,16,1,2,6,2,0,0,1,0.06,2,0,33.33,"1"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
27,23,10,2,59,29,3,5,5,0.43,1,23,49.15,"1"
29,29,1,1,5,2,0,0,1,0.04,0,0,40,"1"
3,3,2,0,8,4,1,1,1,0.69,0,2,50,"0"
7,4,0,0,2,1,0,0,0,0,0,0,50,"0"
10,6,0,0,2,1,0,0,0,0,0,1,50,"0"
14,13,0,0,5,0,0,0,0,0,0,0,0,"1"
5,5,0,0,3,0,0,0,0,0,0,0,0,"0"
16,14,0,1,8,1,0,0,0,0,0,1,12.5,"1"
33,33,19,0,88,40,4,17,2,0.58,0,20,45.45,"1"
5,1,3,0,10,6,1,1,2,1.55,0,3,60,"0"
29,29,4,14,55,25,0,3,1,0.14,5,9,45.45,"1"
33,31,5,13,76,27,1,4,1,0.17,2,13,35.53,"1"
14,13,0,1,1,0,0,0,0,0,0,0,0,"0"
24,23,0,0,2,0,0,0,0,0,0,0,0,"1"
1,1,0,0,2,0,0,0,0,0,0,0,0,"0"
2,2,0,0,4,2,0,0,0,0,0,3,50,"0"
17,17,0,0,5,2,0,0,0,0,0,0,40,"1"
13,13,1,1,5,3,1,0,1,0.08,0,0,60,"1"
2,2,0,0,3,1,0,0,0,0,0,0,33.33,"0"
7,2,0,0,1,0,0,0,0,0,0,2,0,"0"
25,21,2,3,18,8,1,1,1,0.1,0,1,44.44,"1"
25,25,1,0,30,12,0,0,1,0.04,0,0,40,"1"
3,3,0,0,2,1,0,0,0,0,0,0,50,"0"
9,2,0,0,2,1,0,0,0,0,0,1,50,"0"
2,1,0,0,2,0,0,0,0,0,0,0,0,"0"
8,3,0,0,9,4,0,0,0,0,0,1,44.44,"0"
21,12,6,2,36,19,2,4,2,0.48,0,10,52.78,"1"
26,6,3,4,23,9,3,3,0,0.33,1,8,39.13,"0"
18,17,0,0,8,1,0,0,0,0,0,0,12.5,"1"
1,1,0,0,6,4,0,0,0,0,0,0,66.67,"0"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
30,29,1,7,72,20,0,1,0,0.04,3,4,27.78,"1"
30,30,2,1,8,5,1,2,0,0.07,0,0,62.5,"1"
18,16,0,3,12,2,0,0,0,0,1,0,16.67,"1"
8,1,0,1,7,2,0,0,0,0,0,0,28.57,"0"
1,0,0,0,1,0,0,0,0,0,0,0,0,"0"
26,17,5,5,61,23,1,3,2,0.28,1,11,37.7,"1"
10,8,0,2,1,1,0,0,0,0,0,0,100,"0"
1,1,0,0,3,1,0,0,0,0,0,0,33.33,"0"
28,28,9,5,55,20,1,4,5,0.32,2,3,36.36,"1"
